l0,l1,l2,n1,n2,u1,u2,video_title,png_id,exercise_id
early-math,cc-early-math-counting-topic,cc-early-math-counting,Counting,Counting,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting,Count with small numbers,https://cdn.kastatic.org/ka-exercise-screenshots/counting-out-1-20-objects.png,https://www.khanacademy.org/exercise/counting-out-1-20-objects
early-math,cc-early-math-counting-topic,cc-early-math-counting,Counting,Counting,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting,Count in order,https://cdn.kastatic.org/ka-exercise-screenshots/counting-objects.png,https://www.khanacademy.org/exercise/counting-objects
early-math,cc-early-math-counting-topic,cc-early-math-counting,Counting,Counting,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting,Find 1 more or 1 less than a number,https://cdn.kastatic.org/ka-exercise-screenshots/one-more--one-less.png,https://www.khanacademy.org/exercise/one-more--one-less
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Missing numbers,https://cdn.kastatic.org/ka-exercise-screenshots/count-from-any-number.png,https://www.khanacademy.org/exercise/count-from-any-number
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Numbers to 100,https://cdn.kastatic.org/ka-exercise-screenshots/count-to-100.png,https://www.khanacademy.org/exercise/count-to-100
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Numbers to 120,https://cdn.kastatic.org/ka-exercise-screenshots/numbers-to-120.png,https://www.khanacademy.org/exercise/numbers-to-120
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Count tens,https://cdn.kastatic.org/ka-exercise-screenshots/counting-tens.png,https://www.khanacademy.org/exercise/counting-tens
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Count in pictures,https://cdn.kastatic.org/ka-exercise-screenshots/counting-in-scenes.png,https://www.khanacademy.org/exercise/counting-in-scenes
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Count objects 1,https://cdn.kastatic.org/ka-exercise-screenshots/how-many-objects-1.png,https://www.khanacademy.org/exercise/how-many-objects-1
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Count objects 2,https://cdn.kastatic.org/ka-exercise-screenshots/how-many-objects-2.png,https://www.khanacademy.org/exercise/how-many-objects-2
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Compare numbers of objects 1,https://cdn.kastatic.org/ka-exercise-screenshots/compare-groups-through-10.png,https://www.khanacademy.org/exercise/compare-groups-through-10
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Comparing numbers to 10,https://cdn.kastatic.org/ka-exercise-screenshots/comparing-numbers-through-10.png,https://www.khanacademy.org/exercise/comparing-numbers-through-10
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Compare numbers of objects 2,https://cdn.kastatic.org/ka-exercise-screenshots/sort-groups-by-count.png,https://www.khanacademy.org/exercise/sort-groups-by-count
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-intro,Addition and subtraction intro,What is addition? What is subtraction?,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro,Add within 5,https://cdn.kastatic.org/ka-exercise-screenshots/addition_1.png,https://www.khanacademy.org/exercise/addition_1
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-intro,Addition and subtraction intro,What is addition? What is subtraction?,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro,Subtract within 5,https://cdn.kastatic.org/ka-exercise-screenshots/subtraction_1.png,https://www.khanacademy.org/exercise/subtraction_1
early-math,cc-early-math-add-sub-basics,cc-early-math-making-5-9,Addition and subtraction intro,Making small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9,Making 5,https://cdn.kastatic.org/ka-exercise-screenshots/making-five.png,https://www.khanacademy.org/exercise/making-five
early-math,cc-early-math-add-sub-basics,cc-early-math-making-5-9,Addition and subtraction intro,Making small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9,Making small numbers in different ways,https://cdn.kastatic.org/ka-exercise-screenshots/making-totals-in-different-ways-within-10.png,https://www.khanacademy.org/exercise/making-totals-in-different-ways-within-10
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,Make 10 (grids and number bonds),https://cdn.kastatic.org/ka-exercise-screenshots/making-ten.png,https://www.khanacademy.org/exercise/making-ten
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,Make 10,https://cdn.kastatic.org/ka-exercise-screenshots/making-ten-2.png,https://www.khanacademy.org/exercise/making-ten-2
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,Put together take apart,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,Add within 10,https://cdn.kastatic.org/ka-exercise-screenshots/put-together.png,https://www.khanacademy.org/exercise/put-together
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,Put together take apart,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,Subtract within 10,https://cdn.kastatic.org/ka-exercise-screenshots/take-apart.png,https://www.khanacademy.org/exercise/take-apart
early-math,cc-early-math-add-sub-basics,cc-early-math-add-subtract-10,Addition and subtraction intro,Relate addition and subtraction,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-subtract-10,Relate addition and subtraction,https://cdn.kastatic.org/ka-exercise-screenshots/relate-addition-and-subtraction.png,https://www.khanacademy.org/exercise/relate-addition-and-subtraction
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,Addition word problems within 10,https://cdn.kastatic.org/ka-exercise-screenshots/addition-word-problems-within-10.png,https://www.khanacademy.org/exercise/addition-word-problems-within-10
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,Subtraction word problems within 10,https://cdn.kastatic.org/ka-exercise-screenshots/subtraction-word-problems-within-10.png,https://www.khanacademy.org/exercise/subtraction-word-problems-within-10
early-math,cc-early-math-place-value-topic,cc-early-math-teens,Place value (tens and hundreds),Teens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens,Teen numbers,https://cdn.kastatic.org/ka-exercise-screenshots/teen-numbers-1.png,https://www.khanacademy.org/exercise/teen-numbers-1
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,Groups of ten objects,https://cdn.kastatic.org/ka-exercise-screenshots/groups-of-tens.png,https://www.khanacademy.org/exercise/groups-of-tens
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,Tens and ones,https://cdn.kastatic.org/ka-exercise-screenshots/tens-and-ones.png,https://www.khanacademy.org/exercise/tens-and-ones
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,2-digit place value challenge,https://cdn.kastatic.org/ka-exercise-screenshots/understanding-2-digit-numbers.png,https://www.khanacademy.org/exercise/understanding-2-digit-numbers
early-math,cc-early-math-place-value-topic,cc-early-math-two-digit-compare,Place value (tens and hundreds),Comparing 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare,Compare 2-digit numbers,https://cdn.kastatic.org/ka-exercise-screenshots/comparing_whole_numbers.png,https://www.khanacademy.org/exercise/comparing_whole_numbers
early-math,cc-early-math-place-value-topic,cc-early-math-two-digit-compare,Place value (tens and hundreds),Comparing 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare,Compare 2-digit numbers 2,https://cdn.kastatic.org/ka-exercise-screenshots/comparing-two-digit-numbers-1.png,https://www.khanacademy.org/exercise/comparing-two-digit-numbers-1
early-math,cc-early-math-place-value-topic,cc-early-math-hundreds,Place value (tens and hundreds),Hundreds,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-hundreds,Hundreds tens and ones,https://cdn.kastatic.org/ka-exercise-screenshots/hundreds--tens--and-ones.png,https://www.khanacademy.org/exercise/hundreds--tens--and-ones
early-math,cc-early-math-place-value-topic,cc-early-math-hundreds,Place value (tens and hundreds),Hundreds,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-hundreds,3-digit place value challenge,https://cdn.kastatic.org/ka-exercise-screenshots/writing-numbers-to-1000.png,https://www.khanacademy.org/exercise/writing-numbers-to-1000
early-math,cc-early-math-place-value-topic,cc-early-math-three-digit-compare,Place value (tens and hundreds),Comparing three-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-three-digit-compare,Compare 3-digit numbers,https://cdn.kastatic.org/ka-exercise-screenshots/comparing-numbers-within-1000.png,https://www.khanacademy.org/exercise/comparing-numbers-within-1000
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,Add within 20,https://cdn.kastatic.org/ka-exercise-screenshots/addition_2.png,https://www.khanacademy.org/exercise/addition_2
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,Add 3 numbers,https://cdn.kastatic.org/ka-exercise-screenshots/adding-three-numbers.png,https://www.khanacademy.org/exercise/adding-three-numbers
early-math,cc-early-math-add-sub-20,cc-early-math-sub-20,Addition and subtraction within 20,Subtraction within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20,Subtract within 20,https://cdn.kastatic.org/ka-exercise-screenshots/subtraction_2.png,https://www.khanacademy.org/exercise/subtraction_2
early-math,cc-early-math-add-sub-20,cc-early-math-equals-sign,Addition and subtraction within 20,Equal sign,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign,Equal sign,https://cdn.kastatic.org/ka-exercise-screenshots/meaning-of-equal-sign-1.png,https://www.khanacademy.org/exercise/meaning-of-equal-sign-1
early-math,cc-early-math-add-sub-20,missing-number-within-20,Addition and subtraction within 20,Missing number within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/missing-number-within-20,Find missing number (add and subtract within 20),https://cdn.kastatic.org/ka-exercise-screenshots/missing-number-within-20--add-and-subtract-.png,https://www.khanacademy.org/exercise/missing-number-within-20--add-and-subtract-
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,Addition and subtraction word problems 1,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-20--level-1.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-20--level-1
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,Addition and subtraction word problems 2,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-20--level-2.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-20--level-2
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,Word problems with "more" and "fewer" 1,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-20--level-3.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-20--level-3
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,Word problems with "more" and "fewer" 2,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-20--level-4.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-20--level-4
early-math,cc-early-math-add-sub-20,cc-early-math-repeated-addition,Addition and subtraction within 20,Repeated addition,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-repeated-addition,Repeated addition,https://cdn.kastatic.org/ka-exercise-screenshots/repeated-addition.png,https://www.khanacademy.org/exercise/repeated-addition
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,Add 1 or 10,https://cdn.kastatic.org/ka-exercise-screenshots/add-within-100--level-1.png,https://www.khanacademy.org/exercise/add-within-100--level-1
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,Add 1s or 10s (no regrouping),https://cdn.kastatic.org/ka-exercise-screenshots/adding-1s-or-10s-to-two-digit-numbers.png,https://www.khanacademy.org/exercise/adding-1s-or-10s-to-two-digit-numbers
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,Subtract 1 or 10,https://cdn.kastatic.org/ka-exercise-screenshots/subtract-with-in-100-level-1.png,https://www.khanacademy.org/exercise/subtract-with-in-100-level-1
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,Subtracting 1s or 10s (no regrouping),https://cdn.kastatic.org/ka-exercise-screenshots/subtracting-1s-or-10s.png,https://www.khanacademy.org/exercise/subtracting-1s-or-10s
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,Add 2-digit numbers (no regrouping),https://cdn.kastatic.org/ka-exercise-screenshots/add-within-100--level-2.png,https://www.khanacademy.org/exercise/add-within-100--level-2
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,Break apart 2-digit addition problems,https://cdn.kastatic.org/ka-exercise-screenshots/breaking-apart-two-digit-addition-problems.png,https://www.khanacademy.org/exercise/breaking-apart-two-digit-addition-problems
early-math,cc-early-math-add-sub-100,cc-early-math-add-two-dig-intro,Addition and subtraction within 100,Intro to addition with 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro,Regroup when adding 1-digit numbers,https://cdn.kastatic.org/ka-exercise-screenshots/regroup-two-digit-plus-one-digit.png,https://www.khanacademy.org/exercise/regroup-two-digit-plus-one-digit
early-math,cc-early-math-add-sub-100,cc-early-math-sub-two-dig-intro,Addition and subtraction within 100,Intro to subtraction with 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-two-dig-intro,Subtract 2-digit numbers (no regrouping),https://cdn.kastatic.org/ka-exercise-screenshots/subtract-within-100-level-2.png,https://www.khanacademy.org/exercise/subtract-within-100-level-2
early-math,cc-early-math-add-sub-100,cc-early-math-sub-two-dig-intro,Addition and subtraction within 100,Intro to subtraction with 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-two-dig-intro,Subtract 1-digit numbers with regrouping,https://cdn.kastatic.org/ka-exercise-screenshots/regroup-two-dig-minus-one-dig.png,https://www.khanacademy.org/exercise/regroup-two-dig-minus-one-dig
early-math,cc-early-math-add-sub-100,cc-early-math-strategies-for-adding-within-100,Addition and subtraction within 100,Strategies for adding and subtracting within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100,Add 2-digit numbers by making tens,https://cdn.kastatic.org/ka-exercise-screenshots/making-100.png,https://www.khanacademy.org/exercise/making-100
early-math,cc-early-math-add-sub-100,cc-early-math-strategies-for-adding-within-100,Addition and subtraction within 100,Strategies for adding and subtracting within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100,Add 2-digit numbers by making tens 2,https://cdn.kastatic.org/ka-exercise-screenshots/making-100-level-2.png,https://www.khanacademy.org/exercise/making-100-level-2
early-math,cc-early-math-add-sub-100,cc-early-math-strategies-for-adding-within-100,Addition and subtraction within 100,Strategies for adding and subtracting within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100,Select strategies for adding within 100,https://cdn.kastatic.org/ka-exercise-screenshots/select-strategies-for-adding-within-100.png,https://www.khanacademy.org/exercise/select-strategies-for-adding-within-100
early-math,cc-early-math-add-sub-100,cc-early-math-strategies-for-adding-within-100,Addition and subtraction within 100,Strategies for adding and subtracting within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100,Add and subtract using a number line,https://cdn.kastatic.org/ka-exercise-screenshots/add-sub-within-100-w-num-line.png,https://www.khanacademy.org/exercise/add-sub-within-100-w-num-line
early-math,cc-early-math-add-sub-100,cc-early-math-add-subtract-100,Addition and subtraction within 100,Addition within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-subtract-100,Add within 100,https://cdn.kastatic.org/ka-exercise-screenshots/addition_3.png,https://www.khanacademy.org/exercise/addition_3
early-math,cc-early-math-add-sub-100,subtraction-within-100,Addition and subtraction within 100,Subtraction within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/subtraction-within-100,Subtract within 100,https://cdn.kastatic.org/ka-exercise-screenshots/subtraction_3.png,https://www.khanacademy.org/exercise/subtraction_3
early-math,cc-early-math-add-sub-100,cc-early-math-add-sub-100-word-problems,Addition and subtraction within 100,Word problems within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-100-word-problems,Add and subtract on the number line word problems,https://cdn.kastatic.org/ka-exercise-screenshots/adding-and-subtracting-on-the-number-line-word-problems.png,https://www.khanacademy.org/exercise/adding-and-subtracting-on-the-number-line-word-problems
early-math,cc-early-math-add-sub-100,cc-early-math-add-sub-100-word-problems,Addition and subtraction within 100,Word problems within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-100-word-problems,Add and subtract within 100 word problems 1,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-100--level-1.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-100--level-1
early-math,cc-early-math-add-sub-100,cc-early-math-add-sub-100-word-problems,Addition and subtraction within 100,Word problems within 100,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-100-word-problems,Add and subtract within 100 word problems 2,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-100--level-2.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-100--level-2
early-math,cc-early-math-add-sub-100,cc-early-math-more-fewer-100,Addition and subtraction within 100,Word problems with "more" and "fewer" (within 100),https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-more-fewer-100,Add and subtract within 100 word problems 3,https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-100--level-3.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-100--level-3
early-math,cc-early-math-add-sub-100,cc-early-math-more-fewer-100,Addition and subtraction within 100,Word problems with "more" and "fewer" (within 100),https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-more-fewer-100,Challenging add and subtract word problems (within 100),https://cdn.kastatic.org/ka-exercise-screenshots/addition-and-subtraction-word-problems-within-100--level-4.png,https://www.khanacademy.org/exercise/addition-and-subtraction-word-problems-within-100--level-4
early-math,cc-early-math-add-sub-100,cc-early-math-skip-counting,Addition and subtraction within 100,Skip-counting,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-skip-counting,Skip-count by 5s,https://cdn.kastatic.org/ka-exercise-screenshots/skip-counting-by-5s.png,https://www.khanacademy.org/exercise/skip-counting-by-5s
early-math,cc-early-math-add-sub-100,cc-early-math-skip-counting,Addition and subtraction within 100,Skip-counting,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-skip-counting,Skip-count by 10s,https://cdn.kastatic.org/ka-exercise-screenshots/skip-counting-by-10s.png,https://www.khanacademy.org/exercise/skip-counting-by-10s
early-math,cc-early-math-add-sub-100,cc-early-math-skip-counting,Addition and subtraction within 100,Skip-counting,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-skip-counting,Skip-counting by 100s,https://cdn.kastatic.org/ka-exercise-screenshots/skip-counting-by-100s.png,https://www.khanacademy.org/exercise/skip-counting-by-100s
