l0,l1,l2,n1,n2,u1,u2,video_title,youtube_id,mp4_id,mp4_low_id,png_id
early-math,cc-early-math-counting-topic,cc-early-math-counting,Counting,Counting,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting,Counting with small numbers,https://www.youtube.com/watch?v=y2-uaPiyoxc,https://cdn.kastatic.org/KA-youtube-converted/y2-uaPiyoxc.mp4/y2-uaPiyoxc.mp4,https://cdn.kastatic.org/KA-youtube-converted/y2-uaPiyoxc.mp4-low/y2-uaPiyoxc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/y2-uaPiyoxc.mp4/y2-uaPiyoxc.png
early-math,cc-early-math-counting-topic,cc-early-math-counting,Counting,Counting,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting,Counting in order,https://www.youtube.com/watch?v=PEeUTQ0Gri8,https://cdn.kastatic.org/KA-youtube-converted/PEeUTQ0Gri8.mp4/PEeUTQ0Gri8.mp4,https://cdn.kastatic.org/KA-youtube-converted/PEeUTQ0Gri8.mp4-low/PEeUTQ0Gri8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/PEeUTQ0Gri8.mp4/PEeUTQ0Gri8.png
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Number grid,https://www.youtube.com/watch?v=9XZypM2Z3Ro,https://cdn.kastatic.org/KA-youtube-converted/9XZypM2Z3Ro.mp4/9XZypM2Z3Ro.mp4,https://cdn.kastatic.org/KA-youtube-converted/9XZypM2Z3Ro.mp4-low/9XZypM2Z3Ro-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9XZypM2Z3Ro.mp4/9XZypM2Z3Ro.png
early-math,cc-early-math-counting-topic,cc-early-math-numbers-120,Counting,Numbers 0 to 120,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120,Missing numbers between 0 and 120,https://www.youtube.com/watch?v=1AqkBdCBm9o,https://cdn.kastatic.org/KA-youtube-converted/1AqkBdCBm9o.mp4/1AqkBdCBm9o.mp4,https://cdn.kastatic.org/KA-youtube-converted/1AqkBdCBm9o.mp4-low/1AqkBdCBm9o-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/1AqkBdCBm9o.mp4/1AqkBdCBm9o.png
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Counting in pictures,https://www.youtube.com/watch?v=leDYnoNSvD4,https://cdn.kastatic.org/KA-youtube-converted/leDYnoNSvD4.mp4/leDYnoNSvD4.mp4,https://cdn.kastatic.org/KA-youtube-converted/leDYnoNSvD4.mp4-low/leDYnoNSvD4-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/leDYnoNSvD4.mp4/leDYnoNSvD4.png
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Counting objects 1,https://www.youtube.com/watch?v=I9S5CvSqb5A,https://cdn.kastatic.org/KA-youtube-converted/I9S5CvSqb5A.mp4/I9S5CvSqb5A.mp4,https://cdn.kastatic.org/KA-youtube-converted/I9S5CvSqb5A.mp4-low/I9S5CvSqb5A-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/I9S5CvSqb5A.mp4/I9S5CvSqb5A.png
early-math,cc-early-math-counting-topic,cc-early-math-count-object-topic,Counting,Counting objects,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic,Counting objects 2,https://www.youtube.com/watch?v=EUqhLxFccbM,https://cdn.kastatic.org/KA-youtube-converted/EUqhLxFccbM.mp4/EUqhLxFccbM.mp4,https://cdn.kastatic.org/KA-youtube-converted/EUqhLxFccbM.mp4-low/EUqhLxFccbM-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/EUqhLxFccbM.mp4/EUqhLxFccbM.png
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Comparing numbers of objects,https://www.youtube.com/watch?v=__nkbr6DeTg,https://cdn.kastatic.org/KA-youtube-converted/__nkbr6DeTg.mp4/__nkbr6DeTg.mp4,https://cdn.kastatic.org/KA-youtube-converted/__nkbr6DeTg.mp4-low/__nkbr6DeTg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/__nkbr6DeTg.mp4/__nkbr6DeTg.png
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Comparing numbers on the number line,https://www.youtube.com/watch?v=tJrSILRXOUc,https://cdn.kastatic.org/KA-youtube-converted/tJrSILRXOUc.mp4/tJrSILRXOUc.mp4,https://cdn.kastatic.org/KA-youtube-converted/tJrSILRXOUc.mp4-low/tJrSILRXOUc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/tJrSILRXOUc.mp4/tJrSILRXOUc.png
early-math,cc-early-math-counting-topic,cc-early-math-comparing-numbers,Counting,Comparing small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic,https://api.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers,Counting by category,https://www.youtube.com/watch?v=UA975j_qsTQ,https://cdn.kastatic.org/KA-youtube-converted/UA975j_qsTQ.mp4/UA975j_qsTQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/UA975j_qsTQ.mp4-low/UA975j_qsTQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/UA975j_qsTQ.mp4/UA975j_qsTQ.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-intro,Addition and subtraction intro,What is addition? What is subtraction?,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro,Intro to addition,https://www.youtube.com/watch?v=fsTD_jqseBA,https://cdn.kastatic.org/KA-youtube-converted/fsTD_jqseBA.mp4/fsTD_jqseBA.mp4,https://cdn.kastatic.org/KA-youtube-converted/fsTD_jqseBA.mp4-low/fsTD_jqseBA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/fsTD_jqseBA.mp4/fsTD_jqseBA.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-intro,Addition and subtraction intro,What is addition? What is subtraction?,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro,Intro to subtraction,https://www.youtube.com/watch?v=AO9bHbUdg-M,https://cdn.kastatic.org/KA-youtube-converted/AO9bHbUdg-M.mp4/AO9bHbUdg-M.mp4,https://cdn.kastatic.org/KA-youtube-converted/AO9bHbUdg-M.mp4-low/AO9bHbUdg-M-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/AO9bHbUdg-M.mp4/AO9bHbUdg-M.png
early-math,cc-early-math-add-sub-basics,cc-early-math-making-5-9,Addition and subtraction intro,Making small numbers,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9,Making 5,https://www.youtube.com/watch?v=A-ykhY_IoaU,https://cdn.kastatic.org/KA-youtube-converted/A-ykhY_IoaU.mp4/A-ykhY_IoaU.mp4,https://cdn.kastatic.org/KA-youtube-converted/A-ykhY_IoaU.mp4-low/A-ykhY_IoaU-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/A-ykhY_IoaU.mp4/A-ykhY_IoaU.png
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,Getting to 10 by filling boxes,https://www.youtube.com/watch?v=An46SYAxhtc,https://cdn.kastatic.org/KA-youtube-converted/An46SYAxhtc.mp4/An46SYAxhtc.mp4,https://cdn.kastatic.org/KA-youtube-converted/An46SYAxhtc.mp4-low/An46SYAxhtc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/An46SYAxhtc.mp4/An46SYAxhtc.png
early-math,cc-early-math-add-sub-basics,cc-early-math-make-10,Addition and subtraction intro,Making 10,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10,Adding to 10,https://www.youtube.com/watch?v=9FC0WT186aY,https://cdn.kastatic.org/KA-youtube-converted/9FC0WT186aY.mp4/9FC0WT186aY.mp4,https://cdn.kastatic.org/KA-youtube-converted/9FC0WT186aY.mp4-low/9FC0WT186aY-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9FC0WT186aY.mp4/9FC0WT186aY.png
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,Put together take apart,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,Add and subtract: pieces of fruit,https://www.youtube.com/watch?v=ie0waMJxnTs,https://cdn.kastatic.org/KA-youtube-converted/ie0waMJxnTs.mp4/ie0waMJxnTs.mp4,https://cdn.kastatic.org/KA-youtube-converted/ie0waMJxnTs.mp4-low/ie0waMJxnTs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/ie0waMJxnTs.mp4/ie0waMJxnTs.png
early-math,cc-early-math-add-sub-basics,cc-early-math-together-apart,Addition and subtraction intro,Put together take apart,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart,Addition and subtraction within 10,https://www.youtube.com/watch?v=kpEJwpemL2Q,https://cdn.kastatic.org/KA-youtube-converted/kpEJwpemL2Q.mp4/kpEJwpemL2Q.mp4,https://cdn.kastatic.org/KA-youtube-converted/kpEJwpemL2Q.mp4-low/kpEJwpemL2Q-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/kpEJwpemL2Q.mp4/kpEJwpemL2Q.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-subtract-10,Addition and subtraction intro,Relate addition and subtraction,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-subtract-10,Relating addition and subtraction,https://www.youtube.com/watch?v=zVLjWIftX_o,https://cdn.kastatic.org/KA-youtube-converted/zVLjWIftX_o.mp4/zVLjWIftX_o.mp4,https://cdn.kastatic.org/KA-youtube-converted/zVLjWIftX_o.mp4-low/zVLjWIftX_o-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/zVLjWIftX_o.mp4/zVLjWIftX_o.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,Addition word problems within 10,https://www.youtube.com/watch?v=-3DFzxbP9Fk,https://cdn.kastatic.org/KA-youtube-converted/-3DFzxbP9Fk.mp4/-3DFzxbP9Fk.mp4,https://cdn.kastatic.org/KA-youtube-converted/-3DFzxbP9Fk.mp4-low/-3DFzxbP9Fk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/-3DFzxbP9Fk.mp4/-3DFzxbP9Fk.png
early-math,cc-early-math-add-sub-basics,cc-early-math-add-sub-word-problem-within-10,Addition and subtraction intro,Addition and subtraction word problems,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-basics,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10,Subtraction word problems within 10,https://www.youtube.com/watch?v=qSkpZswoZTc,https://cdn.kastatic.org/KA-youtube-converted/qSkpZswoZTc.mp4/qSkpZswoZTc.mp4,https://cdn.kastatic.org/KA-youtube-converted/qSkpZswoZTc.mp4-low/qSkpZswoZTc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/qSkpZswoZTc.mp4/qSkpZswoZTc.png
early-math,cc-early-math-place-value-topic,cc-early-math-teens,Place value (tens and hundreds),Teens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens,Teens as sums with 10,https://www.youtube.com/watch?v=ourH3ueWNmA,https://cdn.kastatic.org/KA-youtube-converted/ourH3ueWNmA.mp4/ourH3ueWNmA.mp4,https://cdn.kastatic.org/KA-youtube-converted/ourH3ueWNmA.mp4-low/ourH3ueWNmA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/ourH3ueWNmA.mp4/ourH3ueWNmA.png
early-math,cc-early-math-place-value-topic,cc-early-math-teens,Place value (tens and hundreds),Teens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens,Teen numbers: monkeys,https://www.youtube.com/watch?v=zqwVKhQV_2w,https://cdn.kastatic.org/KA-youtube-converted/zqwVKhQV_2w.mp4/zqwVKhQV_2w.mp4,https://cdn.kastatic.org/KA-youtube-converted/zqwVKhQV_2w.mp4-low/zqwVKhQV_2w-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/zqwVKhQV_2w.mp4/zqwVKhQV_2w.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,Intro to place value,https://www.youtube.com/watch?v=wx2gI8iwMCA,https://cdn.kastatic.org/KA-youtube-converted/wx2gI8iwMCA.mp4/wx2gI8iwMCA.mp4,https://cdn.kastatic.org/KA-youtube-converted/wx2gI8iwMCA.mp4-low/wx2gI8iwMCA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/wx2gI8iwMCA.mp4/wx2gI8iwMCA.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,Place value example: 25,https://www.youtube.com/watch?v=X_PnRFAKbkg,https://cdn.kastatic.org/KA-youtube-converted/X_PnRFAKbkg.mp4/X_PnRFAKbkg.mp4,https://cdn.kastatic.org/KA-youtube-converted/X_PnRFAKbkg.mp4-low/X_PnRFAKbkg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/X_PnRFAKbkg.mp4/X_PnRFAKbkg.png
early-math,cc-early-math-place-value-topic,cc-early-math-tens,Place value (tens and hundreds),Tens,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens,Place value example: 42,https://www.youtube.com/watch?v=-Zlq5tNl94M,https://cdn.kastatic.org/KA-youtube-converted/-Zlq5tNl94M.mp4/-Zlq5tNl94M.mp4,https://cdn.kastatic.org/KA-youtube-converted/-Zlq5tNl94M.mp4-low/-Zlq5tNl94M-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/-Zlq5tNl94M.mp4/-Zlq5tNl94M.png
early-math,cc-early-math-place-value-topic,cc-early-math-two-digit-compare,Place value (tens and hundreds),Comparing 2-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare,Greater than and less than symbols,https://www.youtube.com/watch?v=nFsQA2Zvy1o,https://cdn.kastatic.org/KA-youtube-converted/nFsQA2Zvy1o.mp4/nFsQA2Zvy1o.mp4,https://cdn.kastatic.org/KA-youtube-converted/nFsQA2Zvy1o.mp4-low/nFsQA2Zvy1o-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/nFsQA2Zvy1o.mp4/nFsQA2Zvy1o.png
early-math,cc-early-math-place-value-topic,cc-early-math-three-digit-compare,Place value (tens and hundreds),Comparing three-digit numbers,https://api.khanacademy.org/math/early-math/cc-early-math-place-value-topic,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-three-digit-compare,Comparing whole numbers,https://www.youtube.com/watch?v=9Jg5S7F2SMQ,https://cdn.kastatic.org/KA-youtube-converted/9Jg5S7F2SMQ.mp4/9Jg5S7F2SMQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/9Jg5S7F2SMQ.mp4-low/9Jg5S7F2SMQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9Jg5S7F2SMQ.mp4/9Jg5S7F2SMQ.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,Adding 7 + 6,https://www.youtube.com/watch?v=ZgzpTx-s9Zo,https://cdn.kastatic.org/KA-youtube-converted/ZgzpTx-s9Zo.mp4/ZgzpTx-s9Zo.mp4,https://cdn.kastatic.org/KA-youtube-converted/ZgzpTx-s9Zo.mp4-low/ZgzpTx-s9Zo-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/ZgzpTx-s9Zo.mp4/ZgzpTx-s9Zo.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,Adding 8 + 7,https://www.youtube.com/watch?v=AK0NZITv5Ns,https://cdn.kastatic.org/KA-youtube-converted/AK0NZITv5Ns.mp4/AK0NZITv5Ns.mp4,https://cdn.kastatic.org/KA-youtube-converted/AK0NZITv5Ns.mp4-low/AK0NZITv5Ns-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/AK0NZITv5Ns.mp4/AK0NZITv5Ns.png
early-math,cc-early-math-add-sub-20,cc-early-math-add-20,Addition and subtraction within 20,Addition within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20,Adding 5 + 3 + 6,https://www.youtube.com/watch?v=Utm875JRi-o,https://cdn.kastatic.org/KA-youtube-converted/Utm875JRi-o.mp4/Utm875JRi-o.mp4,https://cdn.kastatic.org/KA-youtube-converted/Utm875JRi-o.mp4-low/Utm875JRi-o-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/Utm875JRi-o.mp4/Utm875JRi-o.png
early-math,cc-early-math-add-sub-20,cc-early-math-equals-sign,Addition and subtraction within 20,Equal sign,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign,Equal sign,https://www.youtube.com/watch?v=gEGKvx1wlFg,https://cdn.kastatic.org/KA-youtube-converted/gEGKvx1wlFg.mp4/gEGKvx1wlFg.mp4,https://cdn.kastatic.org/KA-youtube-converted/gEGKvx1wlFg.mp4-low/gEGKvx1wlFg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/gEGKvx1wlFg.mp4/gEGKvx1wlFg.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,Addition and subtraction word problems: superheroes,https://www.youtube.com/watch?v=fGok2nHOjnI,https://cdn.kastatic.org/KA-youtube-converted/fGok2nHOjnI.mp4/fGok2nHOjnI.mp4,https://cdn.kastatic.org/KA-youtube-converted/fGok2nHOjnI.mp4-low/fGok2nHOjnI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/fGok2nHOjnI.mp4/fGok2nHOjnI.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-within-20,Addition and subtraction within 20,Word problems within 20,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20,Addition and subtraction word problems: gorillas,https://www.youtube.com/watch?v=SfgD7Sm08ns,https://cdn.kastatic.org/KA-youtube-converted/SfgD7Sm08ns.mp4/SfgD7Sm08ns.mp4,https://cdn.kastatic.org/KA-youtube-converted/SfgD7Sm08ns.mp4-low/SfgD7Sm08ns-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/SfgD7Sm08ns.mp4/SfgD7Sm08ns.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,Comparison word problems: marbles,https://www.youtube.com/watch?v=osIFa9zcI-w,https://cdn.kastatic.org/KA-youtube-converted/osIFa9zcI-w.mp4/osIFa9zcI-w.mp4,https://cdn.kastatic.org/KA-youtube-converted/osIFa9zcI-w.mp4-low/osIFa9zcI-w-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/osIFa9zcI-w.mp4/osIFa9zcI-w.png
early-math,cc-early-math-add-sub-20,cc-early-math-word-problems-more-fewer-20,Addition and subtraction within 20,Word problems with "more" and "fewer",https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20,Comparison word problems: roly-polies,https://www.youtube.com/watch?v=3rs7sFPoiZ4,https://cdn.kastatic.org/KA-youtube-converted/3rs7sFPoiZ4.mp4/3rs7sFPoiZ4.mp4,https://cdn.kastatic.org/KA-youtube-converted/3rs7sFPoiZ4.mp4-low/3rs7sFPoiZ4-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/3rs7sFPoiZ4.mp4/3rs7sFPoiZ4.png
early-math,cc-early-math-add-sub-20,cc-early-math-repeated-addition,Addition and subtraction within 20,Repeated addition,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-repeated-addition,Repeated addition: haircuts,https://www.youtube.com/watch?v=j5c6pqAP2IA,https://cdn.kastatic.org/KA-youtube-converted/j5c6pqAP2IA.mp4/j5c6pqAP2IA.mp4,https://cdn.kastatic.org/KA-youtube-converted/j5c6pqAP2IA.mp4-low/j5c6pqAP2IA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/j5c6pqAP2IA.mp4/j5c6pqAP2IA.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,Adding 1 vs. adding 10,https://www.youtube.com/watch?v=mKsKU0BAiRM,https://cdn.kastatic.org/KA-youtube-converted/mKsKU0BAiRM.mp4/mKsKU0BAiRM.mp4,https://cdn.kastatic.org/KA-youtube-converted/mKsKU0BAiRM.mp4-low/mKsKU0BAiRM-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/mKsKU0BAiRM.mp4/mKsKU0BAiRM.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,Understanding place value when adding tens,https://www.youtube.com/watch?v=Dy5uDkOoMNc,https://cdn.kastatic.org/KA-youtube-converted/Dy5uDkOoMNc.mp4/Dy5uDkOoMNc.mp4,https://cdn.kastatic.org/KA-youtube-converted/Dy5uDkOoMNc.mp4-low/Dy5uDkOoMNc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/Dy5uDkOoMNc.mp4/Dy5uDkOoMNc.png
early-math,cc-early-math-add-sub-100,cc-early-math-add-ones-tens,Addition and subtraction within 100,Adding 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-ones-tens,Understanding place value when adding ones,https://www.youtube.com/watch?v=7_QPAdHILzw,https://cdn.kastatic.org/KA-youtube-converted/7_QPAdHILzw.mp4/7_QPAdHILzw.mp4,https://cdn.kastatic.org/KA-youtube-converted/7_QPAdHILzw.mp4-low/7_QPAdHILzw-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/7_QPAdHILzw.mp4/7_QPAdHILzw.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,Subtracting 1 vs. subtracting 10,https://www.youtube.com/watch?v=8YR1E7XWPz8,https://cdn.kastatic.org/KA-youtube-converted/8YR1E7XWPz8.mp4/8YR1E7XWPz8.mp4,https://cdn.kastatic.org/KA-youtube-converted/8YR1E7XWPz8.mp4-low/8YR1E7XWPz8-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/8YR1E7XWPz8.mp4/8YR1E7XWPz8.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,Subtracting 1s using place value,https://www.youtube.com/watch?v=FWEqB0J6mgA,https://cdn.kastatic.org/KA-youtube-converted/FWEqB0J6mgA.mp4/FWEqB0J6mgA.mp4,https://cdn.kastatic.org/KA-youtube-converted/FWEqB0J6mgA.mp4-low/FWEqB0J6mgA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/FWEqB0J6mgA.mp4/FWEqB0J6mgA.png
early-math,cc-early-math-add-sub-100,cc-early-math-sub-ones-tens,Addition and subtraction within 100,Subtracting 1s and 10s,https://api.khanacademy.org/math/early-math/cc-early-math-add-sub-100,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens,Subtracting 10s using place value,https://www.youtube.com/watch?v=bNNrlzel4Gw,https://cdn.kastatic.org/KA-youtube-converted/bNNrlzel4Gw.mp4/bNNrlzel4Gw.mp4,https://cdn.kastatic.org/KA-youtube-converted/bNNrlzel4Gw.mp4-low/bNNrlzel4Gw-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/bNNrlzel4Gw.mp4/bNNrlzel4Gw.png
